username;caption;tag;tagId;link
"carmen_moroianu_intermedline";"Breast enhancement in Romania .Also,  augmentation with implants in India, Turkey, Thailand, Malaysia, Singapore, Israel, Brazil, Costa Rica, Dominican Republic, France, Hungary, Save  60% on price.\nContact today: office@intermedline.com; phone +40 311.073.167, +40 730.482.672, http://www.intermedline.com/\n#plasticsurgery #plasticsurgeryinRomania #plasticsurgeryclinic #plasticsurgeryclinicinRomania #plasticsurgeon #plasticsurgeoninRomania  #Surgery  #doctor  #surgeryinromania #clinic  #clinicinromania  #hospital  #hospitals  #hospitalinromania  #cosmeticsurgery  #cosmeticsurgeryinromania  #cosmeticsurgeryclinic  #cosmeyicsurgeryclinicinromania  #cosmeticsurgeon  #cosmeticsurgeoninromania  #breastliftinRomania #breastimplants  #breastimplantsinRomania  #breastaugmentation  #breastenhancement  #breastenhancementinRomania  #breastimplantscost #breastimplantscostinRomania";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/925238_978362365580496_968041937_n.jpg?ig_cache_key=MTIxNjA1NzUzNjYyMDIxMDY2NA%3D%3D.2"
"intermedline_medical_tourism";"Breast enhancement in Romania .Also,  augmentation with implants in India, Turkey, Thailand, Malaysia, Singapore, Israel, Brazil, Costa Rica, Dominican Republic, France, Hungary, Save  60% on price.\nContact today: office@intermedline.com; phone +40 311.073.167, +40 730.482.672, http://www.intermedline.com/\n#plasticsurgery #plasticsurgeryinRomania #plasticsurgeryclinic #plasticsurgeryclinicinRomania #plasticsurgeon #plasticsurgeoninRomania  #Surgery  #doctor  #surgeryinromania #clinic  #clinicinromania  #hospital  #hospitals  #hospitalinromania  #cosmeticsurgery  #cosmeticsurgeryinromania  #cosmeticsurgeryclinic  #cosmeyicsurgeryclinicinromania  #cosmeticsurgeon  #cosmeticsurgeoninromania  #breastliftinRomania #breastimplants  #breastimplantsinRomania  #breastaugmentation  #breastenhancement  #breastenhancementinRomania  #breastimplantscost #breastimplantscostinRomania";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12905025_1729397577272593_357328349_n.jpg?ig_cache_key=MTIxNjA1Njg3Mjg3MzI0MTY0NA%3D%3D.2"
"intermedline_medical_tourism";"Breast enhancement in Romania .Also,  augmentation with implants in India, Turkey, Thailand, Malaysia, Singapore, Israel, Brazil, Costa Rica, Dominican Republic, France, Hungary, Save  60% on price.\nContact today: office@intermedline.com; phone +40 311.073.167, +40 730.482.672, http://www.intermedline.com/\n#plasticsurgery #plasticsurgeryinRomania #plasticsurgeryclinic #plasticsurgeryclinicinRomania #plasticsurgeon #plasticsurgeoninRomania  #Surgery  #doctor  #surgeryinromania #clinic  #clinicinromania  #hospital  #hospitals  #hospitalinromania  #cosmeticsurgery  #cosmeticsurgeryinromania  #cosmeticsurgeryclinic  #cosmeyicsurgeryclinicinromania  #cosmeticsurgeon  #cosmeticsurgeoninromania  #breastliftinRomania #breastimplants  #breastimplantsinRomania  #breastaugmentation  #breastenhancement  #breastenhancementinRomania  #breastimplantscost #breastimplantscostinRomania";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12918650_1683355161938410_325767440_n.jpg?ig_cache_key=MTIxNjA1NjY2NjUyMTg3MzQ0Mg%3D%3D.2"
"intermedline_medical_tourism";"Breast enhancement in Romania .Also,  augmentation with implants in India, Turkey, Thailand, Malaysia, Singapore, Israel, Brazil, Costa Rica, Dominican Republic, France, Hungary, Save  60% on price.\nContact today: office@intermedline.com; phone +40 311.073.167, +40 730.482.672, http://www.intermedline.com/\n#plasticsurgery #plasticsurgeryinRomania #plasticsurgeryclinic #plasticsurgeryclinicinRomania #plasticsurgeon #plasticsurgeoninRomania  #Surgery  #doctor  #surgeryinromania #clinic  #clinicinromania  #hospital  #hospitals  #hospitalinromania  #cosmeticsurgery  #cosmeticsurgeryinromania  #cosmeticsurgeryclinic  #cosmeyicsurgeryclinicinromania  #cosmeticsurgeon  #cosmeticsurgeoninromania  #breastliftinRomania #breastimplants  #breastimplantsinRomania  #breastaugmentation  #breastenhancement  #breastenhancementinRomania  #breastimplantscost #breastimplantscostinRomania";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12530887_1548549425475962_75486426_n.jpg?ig_cache_key=MTIxNjA1NjQwODYzMDg5NzY5Mg%3D%3D.2"
"intermedline_medical_tourism";"Breast enhancement in Romania .Also,  augmentation with implants in India, Turkey, Thailand, Malaysia, Singapore, Israel, Brazil, Costa Rica, Dominican Republic, France, Hungary, Save  60% on price.\nContact today: office@intermedline.com; phone +40 311.073.167, +40 730.482.672, http://www.intermedline.com/\n#plasticsurgery #plasticsurgeryinRomania #plasticsurgeryclinic #plasticsurgeryclinicinRomania #plasticsurgeon #plasticsurgeoninRomania  #Surgery  #doctor  #surgeryinromania #clinic  #clinicinromania  #hospital  #hospitals  #hospitalinromania  #cosmeticsurgery  #cosmeticsurgeryinromania  #cosmeticsurgeryclinic  #cosmeyicsurgeryclinicinromania  #cosmeticsurgeon  #cosmeticsurgeoninromania  #breastliftinRomania #breastimplants  #breastimplantsinRomania  #breastaugmentation  #breastenhancement  #breastenhancementinRomania  #breastimplantscost #breastimplantscostinRomania";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12918515_1081155905276932_1285697359_n.jpg?ig_cache_key=MTIxNjA1NjAzODM1Nzc0MDU2MA%3D%3D.2"
"dental_medical_spa_tourism";"Breast enhancement in Romania .Also,  augmentation with implants in India, Turkey, Thailand, Malaysia, Singapore, Israel, Brazil, Costa Rica, Dominican Republic, France, Hungary, Save  60% on cost .\nContact today: office@intermedline.com; phone +40 311.073.167, +40 730.482.672, http://www.intermedline.com/\n#plasticsurgery #plasticsurgeryinRomania #plasticsurgeryclinic #plasticsurgeryclinicinRomania #plasticsurgeon #plasticsurgeoninRomania  #Surgery  #doctor  #surgeryinromania #clinic  #clinicinromania  #hospital  #hospitals  #hospitalinromania  #cosmeticsurgery  #cosmeticsurgeryinromania  #cosmeticsurgeryclinic  #cosmeyicsurgeryclinicinromania  #cosmeticsurgeon  #cosmeticsurgeoninromania  #breastliftinRomania #breastimplants  #breastimplantsinRomania  #breastaugmentation  #breastenhancement  #breastenhancementinRomania  #breastimplantscost #breastimplantscostinRomania";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12530912_262702334063935_1924378738_n.jpg?ig_cache_key=MTIxNjA1NTMyNzYwNDcyNjE5OQ%3D%3D.2"
"dental_medical_spa_tourism";"Breast enhancement in Romania .Also,  augmentation with implants in India, Turkey, Thailand, Malaysia, Singapore, Israel, Brazil, Costa Rica, Dominican Republic, France, Hungary, Save  60% on cost .\nContact today: office@intermedline.com; phone +40 311.073.167, +40 730.482.672, http://www.intermedline.com/\n#plasticsurgery #plasticsurgeryinRomania #plasticsurgeryclinic #plasticsurgeryclinicinRomania #plasticsurgeon #plasticsurgeoninRomania  #Surgery  #doctor  #surgeryinromania #clinic  #clinicinromania  #hospital  #hospitals  #hospitalinromania  #cosmeticsurgery  #cosmeticsurgeryinromania  #cosmeticsurgeryclinic  #cosmeyicsurgeryclinicinromania  #cosmeticsurgeon  #cosmeticsurgeoninromania  #breastliftinRomania #breastimplants  #breastimplantsinRomania  #breastaugmentation  #breastenhancement  #breastenhancementinRomania  #breastimplantscost #breastimplantscostinRomania";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12918675_822576504514957_1127452420_n.jpg?ig_cache_key=MTIxNjA1NTAxMzc0NDk1Nzg2Mg%3D%3D.2"
"dental_medical_spa_tourism";"Breast enhancement in Romania .Also,  augmentation with implants in India, Turkey, Thailand, Malaysia, Singapore, Israel, Brazil, Costa Rica, Dominican Republic, France, Hungary, Save  60% on cost .\nContact today: office@intermedline.com; phone +40 311.073.167, +40 730.482.672, http://www.intermedline.com/\n#plasticsurgery #plasticsurgeryinRomania #plasticsurgeryclinic #plasticsurgeryclinicinRomania #plasticsurgeon #plasticsurgeoninRomania  #Surgery  #doctor  #surgeryinromania #clinic  #clinicinromania  #hospital  #hospitals  #hospitalinromania  #cosmeticsurgery  #cosmeticsurgeryinromania  #cosmeticsurgeryclinic  #cosmeyicsurgeryclinicinromania  #cosmeticsurgeon  #cosmeticsurgeoninromania  #breastliftinRomania #breastimplants  #breastimplantsinRomania  #breastaugmentation  #breastenhancement  #breastenhancementinRomania  #breastimplantscost #breastimplantscostinRomania";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12797666_632868963529314_684818643_n.jpg?ig_cache_key=MTIxNjA1NDY1MTgxODQ2NTY5MQ%3D%3D.2"
"insidecarcleancareandmore";"Ηρθε η εποχή που ξεκινάμε γερά τους βιολογικους για αυτο και ειναι Μεγάλη τιμη να κανεις επάγγελμα αυτο που γουστάρεις και εμεις είμαστε με μια λέξη 'ΑΡΡΩΣΤΟΙ' \nΟποτε δεν χρειαζεται να σκεφτείς τι θα κανεις με\nΒιολογικο εκει αναλαμβάνουμε εμεις για να αποβάλουμε μικροβια και λεκέδες απο τα σαλονια και όχι μονο Και λεμε ΟΤΙ  πριν το Πάσχα και μετα τις καλοκαιρινές διακοπες ειναι οι ιδανικές εποχές για τους 2 ετησιους ΒΙΟΛΟΓΙΚΟΥΣ ΚΑΘΑΡΙΣΜΟΥΣ ΚΑΙ ΠΟΣΟ ΜΑΛΛΟΝ ΟΤΑΝ ΣΑΣ ΤΟΝ ΠΡΟΣΦΕΡΟΥΜΕ ΕΠΙ ΤΟΠΟΥ ΣΤΟΝ ΧΩΡΟ ΣΑΣ και λεμε μακρυα απο μικροβια που μεταφέρουν ιούς βλέπε (H1N1) και λεμε ΑΚΑΡΕΑ stop καλημερα 🆘🆘🆘❌❌❌🐜🐜🐜\nΘα το φωνάζουμε μέχρι να μάθετε να σέβεστε την υγεια σας και των παιδιων σας ΔΕΝ κανουμε βιολογικο μονο για τους λεκέδες σε ενα αυτοκίνητο η καναπέ η στρώμα αλλα περισσότερο για αυτα που ζουν απο κάτω απο τις ταπετσαρίες!!!!!👍🏿 στην σελίδα και 📲 share προσκαλεστε φίλους σας για να ενημερωθούν και για να εισαι το επόμενο ραντεβου 📞 στο 6973060533 ή στείλτε μας 📩 και το συντομότερο θα επικοινωνήσουμε μαζι σας!!!!!!!\n#cars #carpets #drift #dragster #chairs #sofas #layers #maroussi #pefki #penteli #vrilissia #athens #taxi #bus #trucks #hotels #hospitals #catering #trucks #bus  #bungalow  #schoolbus  #school";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12912752_1693419994261301_1362138202_n.jpg?ig_cache_key=MTIxNjA1NDE4NTYwNTQxNzczNw%3D%3D.2"
"dental_medical_spa_tourism";"Breast enhancement in Romania  .Also,  augmentation with implants in India, Turkey, Thailand, Malaysia, Singapore, Israel, Brazil, Costa Rica, Dominican Republic, France, Hungary, Save  60% on cost .\nContact today: office@intermedline.com; phone +40 311.073.167, +40 730.482.672, http://www.intermedline.com/\n#plasticsurgery #plasticsurgeryinRomania #plasticsurgeryclinic #plasticsurgeryclinicinRomania #plasticsurgeon #plasticsurgeoninRomania  #Surgery  #doctor  #surgeryinromania #clinic  #clinicinromania  #hospital  #hospitals  #hospitalinromania  #cosmeticsurgery  #cosmeticsurgeryinromania  #cosmeticsurgeryclinic  #cosmeyicsurgeryclinicinromania  #cosmeticsurgeon  #cosmeticsurgeoninromania  #breastliftinRomania #breastimplants  #breastimplantsinRomania  #breastaugmentation  #breastenhancement  #breastenhancementinRomania  #costofbreastimplants #costofbreastimplantsinRomania";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12328369_1700167086931287_1687866776_n.jpg?ig_cache_key=MTIxNjA1MzUzOTAxOTI4Mjc4NA%3D%3D.2"
"intermedline_plastic_surgery_";"Breast enhancement in Romania ,  save  60% on cost .Also,  augmentation with implants in India, Turkey, Thailand, Malaysia, Singapore, Israel, Brazil, Costa Rica, Dominican Republic, France, Hungary,\nContact today: office@intermedline.com; phone +40 311.073.167, +40 730.482.672, http://www.intermedline.com/\n#plasticsurgery #plasticsurgeryinRomania #plasticsurgeryclinic #plasticsurgeryclinicinRomania #plasticsurgeon #plasticsurgeoninRomania  #Surgery  #doctor  #surgeryinromania #clinic  #clinicinromania  #hospital  #hospitals  #hospitalinromania  #cosmeticsurgery  #cosmeticsurgeryinromania  #cosmeticsurgeryclinic  #cosmeyicsurgeryclinicinromania  #cosmeticsurgeon  #cosmeticsurgeoninromania  #breastliftinRomania #breastimplants  #breastimplantsinRomania  #breastaugmentation  #breastenhancement  #breastenhancementinRomania  #costofbreastimplants #costofbreastimplantsinRomania";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/926431_463075480550465_1969371744_n.jpg?ig_cache_key=MTIxNjA1MjE4ODk5ODkyNjQ4Nw%3D%3D.2"
"intermedline_plastic_surgery_";"Breast enhancement in Romania ,  save  60% on cost .Also,  augmentation with implants in India, Turkey, Thailand, Malaysia, Singapore, Israel, Brazil, Costa Rica, Dominican Republic, France, Hungary,\nContact today: office@intermedline.com; phone +40 311.073.167, +40 730.482.672, http://www.intermedline.com/\n#plasticsurgery #plasticsurgeryinRomania #plasticsurgeryclinic #plasticsurgeryclinicinRomania #plasticsurgeon #plasticsurgeoninRomania  #Surgery  #doctor  #surgeryinromania #clinic  #clinicinromania  #hospital  #hospitals  #hospitalinromania  #cosmeticsurgery  #cosmeticsurgeryinromania  #cosmeticsurgeryclinic  #cosmeyicsurgeryclinicinromania  #cosmeticsurgeon  #cosmeticsurgeoninromania  #breastliftinRomania #breastimplants  #breastimplantsinRomania  #breastaugmentation  #breastenhancement  #breastenhancementinRomania  #costofbreastimplants #costofbreastimplantsinRomania";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12917810_1692586454317455_1408069657_n.jpg?ig_cache_key=MTIxNjA1MDIwMTMwMTQ4MzU5OQ%3D%3D.2"
"intermedline_plastic_surgery_";"Breast enhancement in Romania ,  save  60% on cost .Also,  augmentation with implants in India, Turkey, Thailand, Malaysia, Singapore, Israel, Brazil, Costa Rica, Dominican Republic, France, Hungary,\nContact today: office@intermedline.com; phone +40 311.073.167, +40 730.482.672, http://www.intermedline.com/\n#plasticsurgery #plasticsurgeryinRomania #plasticsurgeryclinic #plasticsurgeryclinicinRomania #plasticsurgeon #plasticsurgeoninRomania  #Surgery  #doctor  #surgeryinromania #clinic  #clinicinromania  #hospital  #hospitals  #hospitalinromania  #cosmeticsurgery  #cosmeticsurgeryinromania  #cosmeticsurgeryclinic  #cosmeyicsurgeryclinicinromania  #cosmeticsurgeon  #cosmeticsurgeoninromania  #breastliftinRomania #breastimplants  #breastimplantsinRomania  #breastaugmentation  #breastenhancement  #breastenhancementinRomania  #costofbreastimplants #costofbreastimplantsinRomania";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12930905_941469179294329_1512404524_n.jpg?ig_cache_key=MTIxNjA0NzYxMDE1Mjc0ODAxOQ%3D%3D.2"
"intermedline_plastic_surgery_";"Breast enhancement in Romania ,  save  60% on cost .Also,  augmentation with implants in India, Turkey, Thailand, Malaysia, Singapore, Israel, Brazil, Costa Rica, Dominican Republic, France, Hungary,\nContact today: office@intermedline.com; phone +40 311.073.167, +40 730.482.672, http://www.intermedline.com/\n#plasticsurgery #plasticsurgeryinRomania #plasticsurgeryclinic #plasticsurgeryclinicinRomania #plasticsurgeon #plasticsurgeoninRomania  #Surgery  #doctor  #surgeryinromania #clinic  #clinicinromania  #hospital  #hospitals  #hospitalinromania  #cosmeticsurgery  #cosmeticsurgeryinromania  #cosmeticsurgeryclinic  #cosmeyicsurgeryclinicinromania  #cosmeticsurgeon  #cosmeticsurgeoninromania  #breastliftinRomania #breastimplants  #breastimplantsinRomania  #breastaugmentation  #breastenhancement  #breastenhancementinRomania  #costofbreastimplants #costofbreastimplantsinRomania";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12912796_502387636619614_1552672759_n.jpg?ig_cache_key=MTIxNjA0NTkxNjU2ODI5MDIyOQ%3D%3D.2"
"fitandfree8706";"My office today - hanging out with pops waiting on the doc / staff to get his meds figured out. Looks like we're here for another day. \nHad my super foods for breakfast. Hopefully I can find something reasonable to eat for lunch in the cafeteria. 😐\n#hospitals #shakeo #healthiestmealoftheday #healthypregnancy #fitmom #fitpregnancy";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11909256_232124530474261_1469039785_n.jpg?ig_cache_key=MTIxNjAzNjg4ODY1NzQ0NTQzOA%3D%3D.2"
"jakane88";"#thedailygrind #hospitals #dallas #devicereplivesmatter";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12816913_216915898667767_1437476399_n.jpg?ig_cache_key=MTIxNjAyOTA0NDI4NTk5MTMyOQ%3D%3D.2"
"giddy_doctor_who";"#NHS #nationalhealthservice #loveyournhs #saveournhs #health #hospitals #doctors #nurses #UK #britain #handsoffournhs #humansofthenhs";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12501795_1591905017795737_109543721_n.jpg?ig_cache_key=MTIxNjAxMTAyODA0NzY0NTczOA%3D%3D.2.l"
"painful_hope";"Retarded tube in my hand to the max #hospitals#cannula#fluids#sick#dizzy#longhair#socks#cute#armadale#sad#suicidal#kms#mentalhealth#ward#ambulance#bau#ip#depressed#issues#personalitydisorder#ptsd";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12907357_112279739171239_498758081_n.jpg?ig_cache_key=MTIxNjAwNjU3Mzk5MDczOTQ5MQ%3D%3D.2"
"graham_askin";"The #patient #little #patient #hours #waiting #hospitals #fracture #painful #Lucy #love #daughter 💝🐥🙏";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12918438_791085990991567_890592761_n.jpg?ig_cache_key=MTIxNTk4MTQyMDk4MTM1NjI5Mw%3D%3D.2.l"
"m_guerrero1";"To be able to reflect on who you used to be and who you are now--undeniable growth. \nTell the enemy to sit down and get comfortable because this is just the beginning! \nHappy Monday. Spread love like wildfire. 🔥🙌🏽❤️ #Growth #GrowWithMe #ThankYouJesus #ForAllYourBlessings #WomenOfFaith #HeAnswersPrayers #JesusChrist #Overcomer #CRNAINTheMaking #UseMe #Nursing #MedTalk #Patients #Hospitals #Mother #Daughter #Sister #Wife #Marriage";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/10632534_1008053769271510_1310820273_n.jpg?ig_cache_key=MTIxNTkyMTQzNjMzMDk4NTkzMg%3D%3D.2"
"giddy_doctor_who";"#NHS #nationalhealthservice #loveyournhs #saveournhs #health #hospitals #doctors #nurses #UK #britain #handsoffournhs";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/10818023_843361799123462_962398232_n.jpg?ig_cache_key=MTIxNTkxMDQwMTc3ODk2MjIwNQ%3D%3D.2.l"
"ozbalaithalat";"#özbalaithalat #hediyelik #hediye #gift #decor #decoration #dekor #dekorasyon #anahtarlık #anahtarlik #anahtar #keyring #keyrings #doktor #doktorlar #doktorum #doctor #doctorwho #doctors #doctorsoffice #hastahane #hasta #hospital #hospitallife #hospitals";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12104996_886358151474403_1820780440_n.jpg?ig_cache_key=MTIxNTg4OTk4MzA2NTkxMTQyMw%3D%3D.2"
"planmymedicaltrip";"There are a lot of reasons why foreigners are choosing India as their destination for medical travel. Here's one such reason!\n#MedicalTourism #Yoga #India #PlanMyMedicalTrip #Healthcare #Doctors #Travel #Medical #Medicine #India #Turkey #Nigeria #Sudan #Oman #Hospitals #Health #Fitness #Awareness #Deals #OnlineDeals #MedicalDeals #Ecommerce #Technology #Transplants #HipReplacement #KneeReplacements #AngioPlasty #PlasticSurgery #Cancer #Chemotherapy";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12446302_763419803759151_1310718769_n.jpg?ig_cache_key=MTIxNTg4MzIzNzI3Njc3MTk5MQ%3D%3D.2"
"sunshinehospitals";"Remedies can be a safe and effective way to treat gas during #pregnancy.\nTO BOOK AN APPOINTMENT:\nPLEASE CALL : (+91) 44 55 00 00 EMERGENCY : 8008 108 108\nOR LOG ONTO :WWW.SUNSHINEHOSPITALS.COM\n#SunshineHospitals #BestHospitals #Health #Remedies #Treatment #Pregnancy #safe #Hyderabad #International #India #hospitals";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s320x320/e35/11325966_1126809220685105_1012169685_n.jpg?ig_cache_key=MTIxNTg0NTc1MjgwNjA2OTE3NA%3D%3D.2.l"
{"username":"_prayforjulia_","username":"lymeyarns"};"#lyme #lymeyarns Julia Bruzzese was blessed by the Pope last year. She is disabled from Lyme disease. \nJust like many Lyme patients, Julia's doctor told her that he thinks she may be faking being sick and that she doesn't realize she is doing this. Good grief! The CDC must start teaching and training doctors with the correct and current Lyme guidelines. ilads.org guidelines are the only ones listed in the National Guidelines Clearinghouse (NGC) yet the CDC continues to promote IDSA (Infectious Disease Society of America) flawed and failed guidelines. This is outrages. Do we need a congressional hearing?  #lymeawareness #cdcfailure #enough #prayforjulia💖 #believeinthemiracle #lyme #lymeyarns #enoughisenough #hospitals #doctors #nurses #outrages #lymies #howwefeel #globalhealthcrisis #howifeel #howifeelwhen";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12917903_249331112078445_1012233902_n.jpg?ig_cache_key=MTIxNTY1NzQ3MjQyODI2MzQyOQ%3D%3D.2.l"
"theplaceforhealth";"As you've probably heard/seen, Instagram is changing which means  we need you to turn on post notifications for @theplaceforhealth to stay updated! To keep seeing our posts go onto our profile, click the 3 dots on the top right & select 'turn on post notifications'! Thank you! #ThePlaceForHealth #KeepItChronological #Instagram";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12907396_995840047132230_1033219284_n.jpg?ig_cache_key=MTIxNTgxNzkwMTUxODU4MzI0NQ%3D%3D.2"
"_rossclark__";"Another alcohol dominated long weekend! 🍺🙈🍻🍻 #backtowork #kingmez #phillyblunt #crown #dylanstoleanashtray #antbites #hospitals @zackmerry";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12530966_575529885949860_2100537032_n.jpg?ig_cache_key=MTIxNTgxNjgxMTY4ODg2NzA1NA%3D%3D.2"
"_veebees";"\"I will follow you into the dark.\"\n#selfie #tattooedgirls #goodnight #nosering #girlswithtattoos #darkside #chickswithtattoos #hospitals #terminalcancer #monthstolive #cancersucks #fuckcancer #nomakeup #tattooed";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12918417_1116259555083411_683888367_n.jpg?ig_cache_key=MTIxNTc2MzE3Mjg5MTA2NDk5MA%3D%3D.2"
"hemashospitalssrilanka";"Hemas Hospitals owns the fastest growing laboratory network in Sri Lanka with over 34 laboratories across the island.\n\n#healthcare #srilanka #hemas #hospitals";hospitals;2;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12930804_836175303194336_1644294303_n.jpg?ig_cache_key=MTIxNTczNDQ0NjQzNzkxNTg0NQ%3D%3D.2.l"
"8savage_breed8";"Some days I can't sit on a bike or walk on the tred for that cardio..knocked out a few circuits....with Burpees with a pull up 2nd most evil things in the planet. it was rough. Lol 😂✋😎 #wow #fitfam #fitness #fitnessaddict #grind #beast #hustle #work #holdstrong #bearded #tatted #tattoo #fitink #savage #savagebreed #instagood #instadaily #faith #burpees";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/e15/12918389_1760242230856730_483340531_n.jpg?ig_cache_key=MTIxNjA4MDgxNjYxNzUyNzY1NA%3D%3D.2"
{"username":"mary_bambolina88","username":"sexy_girl_italiane"};"@mary_bambolina88 #sexy#hot#hard#sexyfit#me#longlegs#love#shoes#heels#feet#fashion#fitness#style#lips#italy#instagood#instalike#instaphoto#selfie#sexylingerie#tbt#bigboobsproblems#beautiful#escile#girl#woman#skirt#boots#followme#like4like";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/10570139_1144161362262912_275502755_n.jpg?ig_cache_key=MTIxNjA4MDgxMzc0MDgxNDc2OQ%3D%3D.2.l"
"positive_mind_29";"I'm so exited that it's finally spring here too, I'm totally gonna bike to school tomorrow. #exited #spring #happy #fitness";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12918614_255610584774454_2071254782_n.jpg?ig_cache_key=MTIxNjA4MDgxODE2MTIyOTU4Mw%3D%3D.2.l"
"blondie2719";"Cuore mio❤ \n#me #boyfriend #loveu #smile #kisses #hugs #light #days #happydays #night #winter #picoftheday #tbts #tbt #tagsforlikes #like4like #likeforlike #follow #followme #following #fitness #body #outfit #italiangirl #polishgirl #danishgirl #americangirl #russiangirl #germangirl #englishgirl";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12930714_1694448114156582_2025221601_n.jpg?ig_cache_key=MTIxNjA4MDc5OTQ2MzYzNzAxNw%3D%3D.2"
"kivaluvtv";"I thoroughly enjoyed my Easter weekend. I literally ate everything in sight and I'm feeling the effects of it. But I’m not going to let that discourage me. I’m back to eating paleo and have a mean Hiit session planned for this evening.  Focusing on my goals and determined to conquer them one day at a time. 😉💪🏾✨ #fitness #paleo #goals #eachdayisnew #dobetter #health #easter #consistencyiskey #focused #easter";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12383092_1685038295102403_1523462628_n.jpg?ig_cache_key=MTIxNjA4MDgxNTU3NzYzMjUzMA%3D%3D.2"
"fitguyy";"LOL BIT€H PLS 😛💪🏾#gym #gymlife #gymislife #bodybuilder #bodybuilding #fitness #healthylifestyle #gym #gymisbae #workouts";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12407179_978747382232621_2090097146_n.jpg?ig_cache_key=MTIxNjA4MDc4ODE4NjA4MzcwOQ%3D%3D.2.l"
"chrisstips";"Estába exquisito 😜😋 jijiji  como dice el dícho, barriguita llena corazón conténto 😍😘 #fitness #motivation #fitfam #gym #bodybuilding #fit #workout #fitnessmodel #fitspo #diet #love #healthy #cardio #cleaneating #nutrition #determination #train #lifestyle #training #beautiful #shredded #gainz #gains #flex #inspiration #instahealth #foodporn #selfie #instagood #healthychoices";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/e35/12912848_612657872230891_769178102_n.jpg?ig_cache_key=MTIxNjA4MDc5MzExMzMzMjM3OQ%3D%3D.2.l"
"zidane_zezo";"Turn it on 👌👌✔...\n.\n.\n.\n.\n#instafit #motivation #fit #fitness #gymlife #pushpullgrind #grindout #flex #instafitness #gym #eatclean #focus #dedication #strength #c4c #r4r #recent4recent #love #instagood #me #smile #follow #cute #photooftheday #tbt";fitness;3;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12905132_1682332978672137_1444568309_n.jpg?ig_cache_key=MTIxNjA4MDc4ODM5NTg1Nzc3NA%3D%3D.2"
